text,grade
" Easy going , comical romance . In the mold of the traditional ` Pride and Prejudice ' romance . This adds a little extra character depth and a number of excellently crafted comical moments all wrapped around a fairly simple plot of ice lady meets lost , passionate artistic man . Entertaining and real . Nothing new , just nice to smile through an hour or so of your life . Matthew Modine takes on the role of the forlorn architect desperate to show he can disprove his ex wife 's opinion of him as the eternal dreamer . He plays the comic moments very well with his easy smile . Mich le Laroque in the first English speaking role of hers I have witnessed takes the aloof ice maiden model and gives it a light comical edge from the first to the last as she is slowly warmed ... " ,7
" This movie is great ! . I have been watching new movies all summer and just happened to read the box on this new arrival to the video store and thought the plot sounded funny . After watching it I was more than pleased . I could watch it over and over . Perhaps the people who posted a comment before me need to be soon fed a plot to be able to understand a movie . When the 2 main characters kiss it is obvious that even though they have been fighting with each other for however long , that they have technically formed a friendship and he is so depressed -LRB- obvious from the beginning -RRB- and she is completely unsatisfied with her current relationship -LRB- obvious from every scene with the fianc e and lunches with friend -RRB- ... well ... I think the movie is completely believable and I wish it did n't have to end . I am going to be adding this movie to my collection . " ,10
" Lame , Oh so Lame . I have given myself a day to calm down before ` voicing ' my critique of this shoddy film . What happened to the terrific Matthew Modine ? So much of it needed editing . The contrived situations , the change in mood , the ridiculous outcome ... why ? Could have been a fairly decent film , if only someone with brains would have stepped in and watched the dailies . Pitiful . Example : if someone is a teetotaler , they have ways to refuse taking a drink . Chug-a-lugging wine , just to bolster ones nerve , is extremely juvenile , and not in character for our leading lady . Why resort to gym shoes , when dancing barefoot has been the norm for hundreds of years . -LRB- Not that the wedding was even formal , which is another atrocity -RRB- . Nothing jived . Scrambled nonsense . Only satisfying moment was when her selfish fianc e exited her life . " ,1
" A very bland movie , fails at the romance . . Well . This is a not well-known movie , and initially , i was surprised at the low rating it got at IMDb . But then I still went ahead to watch , and i was wrong . The movie is interesting only to the first half , then it begins unleashing the crappiest elements of a romantic comedy . First , there is a sense of realism and the movie attempted to shape the characters of the two main leads . We can see , from their never ending arguments to the lifestyle that they have , how different the two are main leads are . Both of them have major flaws with their characters , but nevertheless , remains quite likable . Then , comes the climax of the movie . They fall in love with each other . How ? In what way ? There is no plot line , no events that will lead them to even change their views of each other at this point of time -LRB- half the movie gone -RRB- and seriously , there are such little chemistry or sexual tension between the two leads that I for one , even though knowing that this is to come , still ca n't quite imagine them falling for each other . And before long my doubts are cleared , they are brought\/forced together in a very unconvincing and awkward way . There must be divine intervention really for the two of them , with their characters to behave like they did . From then on , it 's all very rushed and the characters of the main leads seem to change overnight -LRB- especially for the female lead -RRB- . Why shape their characters up if you 're going to ruin it so completely later on ? For romance ? A very awkward and forced one ? NOTHING is convincing . This is a terrible movie . Even if you 've got a couple of hours free with nothing to do , do n't watch it . " ,1
" Just watch this . . You may agree or disagree with the vision this documentary exudes . I certainly thought the steps taken where a bit rash at some places . I do agree however , with the message which is given as a whole . Regardless of what your opinion is on current day socio\/economic\/political society . This documentary is of such outstanding cinematographic quality , that it just can not be ignored . It looks like they went through all the pieces of film of the last 4 decades to make this ! And the use of sound is simply astonishing . I usually loathe the ` leading ' documentary , like Michael Moores cheap propaganda I just refuse to watch out of principle . However , ` What Happened to Our Dream of Freedom ' is very direct and conscious about it guiding the viewer . To redeem itself it simply contains so much facts and correct historical reference , it does n't become a ` mockumentary ' . If you do not agree with the vision that we are all trapped in a system of numbers and targets , just see this film document as you would a riefenstahl . Commend it on it 's graphical excellence supported with great sounds , a vicious style and sublime directing . See it anyway if you like -LRB- political -RRB- documentaries . If you are a person that does connect with the message this document conveys : Try to see it as soon as you can and be enthralled . " ,10
" A sensible examination of the ideas of freedom . . Much like his previous work , THE POWER OF NIGHTMARES , Adam Curtis ' THE TRAP takes an intriguing and complex idea , the idea of freedom used by western governments , and expands it to three superb and detailed episodes , that looks how this idea has been developed , through cold war strategy , American psychiatry , political ideology and eventually to the Blair government and its use of free market ideas and target strategy 's in public services . There is a lot to talk about , but all i would say is that , you need to watch it . If you want to watch a series that questions the state of things in the world and allows an intelligent and sensible argument as to how we have fallen into this false sense of freedom , that has led to the rise of social inequality and the disastrous attempt to establish democracy in Iraq , which has led to a rise in violent factions in the country itself and the rise of the threat of terror attacks in Britain , Europe and America , this series will draw you in as it is both revealing and eye opening , and the sort of intelligent documentary film making that we need more of . Naturally what sounds like a subject that may seem boring to some on paper , is perfectly handled by Curtis , who inter cuts talking head interviews along with a mountain of archive footage that is funny , revealing and disturbing . This is essential viewing . " ,10
" The fifth step down the rabbit hole , the blue pill . As he researches each new movie , you can hear folks whispering in Adam Curtis ' ear , `` That 's OK as far as you went but this is what is the underlying philosophy is about '' . Like any good series , while each stands on its own , you will get more by following Curtis ' entire path down the rabbit hole starting with `` Pandora 's Box '' to `` the Mayfair Set '' `` the Century of the Self '' and `` The Power of Nightmares '' -LRB- research to collect the names shows more , but I have not managed to find them -RRB- . At each step along the way , he has long interviews with the actual people , stating plainly what is well understood to be their positions , so it is hard to lay a claim of subterfuge , or twisting of facts . The spoiler if there could be one is that while a dichotomy grew up as a discussion about `` Positive vs Negative Freedom '' the discussion was one sided and delusional , and in the end based on the mathematics of the brilliant but paranoid schizophrenic John Nash , whose beautiful arithmetic had only one flaw , it only worked if everyone was at least as much a brilliant paranoid schizophrenic as he was . Despite much research that demonstrated that the results were in error , the math was so compelling that an entire Ideology grew up around it . As much research published elsewhere on the web -LRB- Google Authoritarian RWA SDO -RRB- has demonstrated , RWA 's are very attracted by the comfort of easy ideology , and SRO 's are very attracted to anything that will attract RWA 's , and that same research has shown that this is always a bad thing . Perhaps I jump ahead of Curtis here and suggest the next movie he should do , but it is directly in his trajectory . In reading and in part a response to IMDB-5601 , his response has many classic RWA examples . Curtis makes a point about the flaw noted above , and gives examples of research that demonstrated the fallacy . Googling the points above will give many more examples . As to the origins of Islamist extremism , his previous `` Power of Nightmares '' dealt with that in great detail , but as he points out , the Iraqis were never a part of the Islamists and were hated by them . And despite the invasion might have made a go of it had the extremists in the Bush Administration not tried to play Mad Scientist and experiment on them with their Social Ideologies , that failed utterly , creating the expected reaction of an outraged populace , thus opening a place for the Islamists to come in . On the home front Curtis makes the point again that the Ideology is destroying both Freedom , and the Economy , and ultimately Civilization itself , and will not be stopped without a clear understanding of the complexities that were understood , but have been discredited in the rush to fit everything into the narrow Ideology . My own Blog at http:\/\/freedemocrat.blogspot.com\/ follows many of these intellectual threads and offers a vision of an alternative to the Neocon Ideology that is not the classic `` liberal '' ideology though most progressive ideals end up in the results . Mostly it does this by addressing a central flaw in Libertarian logic . " ,10
" Is this title going to be released on DVD ? . I think this documentary series should be release on DVD , along with Curtis 's previous series `` The Power of Nightmares '' . I found them both very interesting , but the ideas are sufficiently convoluted and arcane to require several viewings . Please release them , BBC ? Apparently I have to leave ten lines of text as part of this comment or it does not qualify . So perhaps I can continue by saying that this program left me feeling quite unsettled - a bit like watching a David Lynch movie - but made more potent because its all probably quite true . I say probably , because one can not be entirely sure . But it all makes rather a lot of sense , and not to suspect that there are people who spend their lives trying to figure out the perfect system for a stable and obedient society is like saying the military are not working on invisibility techniques , or cloning , or ever more effective bombs . Of course they are . " ,10
" Unsubstantiated assertions unsupported by any facts . . This series proposes a pair of arguments : That -LRB- 1 -RRB- the principles of Game Theory applied to domestic policy resulted in a loss of freedom and -LRB- 2 -RRB- the same principles applied to foreign policy , specifically in Iraq , caused Islamic extremism making the West a target for terrorists . The second thesis contradicts historical facts . The invasion of Iraq took place in 2003 . The destruction of the World Trade Center happened in 2001 . The first attempt to destroy the same complex using a giant truck bomb , killing and injuring several , took place in 1992 ! The Iranian Islamic Revolutionary Guards took the 50 American hostages in 1979 . Regarding personal liberty and the effect upon it of Game Theory , the argument is advanced via two tactics : avoiding difficult questions and the assertion as fact of contentions without evidence . The film-maker repeatedly asserts that a central assumption of Game Theory is the self-interested behavior of individuals . It is repeatedly asserted that this is a `` bleak '' vision , as though that bleakness were itself sufficient reason to reject it . Never once in the entire series is it asked whether this bleak vision is or is not correct ! It is as though in the mind-set of this film-maker and his intended audience the mere undesirability of a thing is sufficient reason for us to regard it as not true ! This is , indeed , instructive . It does explain a great deal about the behavior and posturing of Western `` intellectuals '' who endorse freedom and the revolutionary pursuit of the liberation of oppressed and minorities yet who consistently support those movements and institutions that most obstruct such trends : previously the Soviet Union , today reactionary Islam . As far as asserting facts unsubstantiated by evidence , the series contains numerous examples but one , in particular . It is asserted as a fact that a result of the widespread use of objective assessment and diagnostic criteria in psychiatry is that an entire generation of people took to applying such tests to themselves and as a result presented for psychiatric treatment of their behavior . Thereby producing a self-imposed conformity effect . The only support for this assertion in the series is an anecdotal comment by a psychiatrist , in his office , that this was his personal observation . This clip is shown twice in the series . No other support for this contention is offered . A contention , easily contradicted . Ask yourself , have you ever set yourself a formal diagnostic test for psychiatric disorder and gone to a doctor as a result ? Do you know anyone in your family to have done that ? Have you ever heard even indirectly of any person in your wider circle of associates who has done that ? Have you ever before heard of such a thing at all ? I have observed psychiatry throughout the entire three decades that the claim applies to . I have never come across such a bizarre assertion other than in this series . If I try to argue the case for the assertion , I can only imagine that it refers to one of two things : The popularity of quizzes in magazines along the lines of `` Take this months test to find out if you are a workaholic '' . Or the widespread phenomenon of the `` worried well '' who present at therapy for the treatment of non-existent conditions , in effect , life 's dissatisfaction . As far as the latter goes , it has been known for about a century that such `` worried well '' form the multitude of those who seek `` therapy '' . Such behavior has nothing whatever to do with either objective diagnostic criteria or Game Theory . Nor do such clients but rarely alter their behavior in any significant way . On the other hand , pop-quizzes of a self-questioning kind have been popular for almost as long as the kind of magazines that they appear in . A long time before the emergence of objective diagnostic criteria in psychiatry and owing nothing to either that or Game Theory . I do not know if these are what the film-maker refers to but they offer no support for his contention that Western societies have become in some way self-straight-jacketed by conformity as a result . It seems , rather , that this is merely what he would like to believe , and hopes that by asserting it boldly , repeatedly and each time quickly passing on to something else , he will like an after-dinner illusionist convince us that something has happened that in reality has not ! Only in the last few minutes of this series is any alternative vision to the `` bleak '' contention that Human behavior is self-interested offered . It is that we ... may ... instead ... assume ... and act upon the ... assumption ... that Human Nature is capable of change ! Not only is this a major contention , offered as an assumption without any supporting evidence , but it implicitly concedes that there is substance to the `` bleak '' contention , such that an `` alternative '' is warranted , whilst yet again dodging the real issue : is it or is it not true ? The `` retro '' montage of archival material is edited for the most part according to principles of affective consonance or non-rational association . Images are mainly matched to the narrative according to the associations that they evoke , rather than to illustrate facts . Typical is the repeated use of a pairing of reference to post-war ideals of personal freedom with what appears to be a snippet from a film of housewives at a workshop for jive-dancing from about 1965 . Why ? The function of such a technique is to massage the viewer into the acceptance of assertions whilst de-potentiating rational engagement . It is like the `` programming '' scene from `` The Parallax View '' . The effect is the unpleasant sense that the film-maker is attempting to make us accept that against which we might otherwise be guarded . Replace that monologue with a sound-track of dance-music and the program would look little different from that one-time staple of late night viewing `` The Trip '' . " ,1
" Linking Memories . In my book of references , Manoel de Oliveira has an unique approach to cinema . And that is because of two aspects , which show vivid here as few times before in his career . Most viewers -LRB- specially the Portuguese -RRB- will stand on a like\/dislike position based on the immediately visible `` flaws '' : - the dialog , which is old fashioned , inadequate in practically any moment , out of context , definitely not cinematic in the vision we have today -LRB- and have had for many years -RRB- of what a film dialog should be -LRB- sound ? -RRB- like . This dialog constantly explains -LRB- too -RRB- many things , in devices to provide the spectator with information on dark areas of the plot which many times are so denounced that become childish . - than the acting , which is many times just awful , and other times more melancholic and over-dramatic than the speeches of say `` gone with the wind '' . If you , dear reader , think you are smart because you detected all this , you 're not . it 's all true , and i do n't care about any of that . And i do n't care , because of two things : The first one has to do with `` placement '' . Oliveira is a true master in the way he `` places '' things in his films . He places vision , his camera is most of the time still -LRB- not that much in this film , actually -RRB- . That has to do with his conception of cinema as filmed theater , but i really see in this the ability to summarize , and tell a mood\/dialog\/sentiment just by looking at it . Antonioni tried similar stuff later in his life , but Oliveira is a master in this . A curious note is that here , his sense of visual placement is strangely -LRB- to Oliveira 's patterns -RRB- close to what Antonioni might have done . The camera moves a lot here , and i call attention to the scenes in Alentejo , the road shots . One of them , in which the eye of the camera is not on the road , we watch for some moments the camera following the car . This way of shooting a landscape placing an action in it , which becomes fundamental though shot at distance , is something Antonioni did so well . Check also the placement of characters . They always start a scene walking , coming from somewhere and stop in determined positions to serve the placement chosen for the camera . So it 's not about how the camera found the characters , but how the characters serve the camera . In the very beginning we have an interesting shots alternating up down angles with low up angles , in Lisbon 's Terreiro do Pa o. The second aspect i truly enjoy has to do with Oliveira 's very personal way of working with layers of reality , fiction , and fictionalized reality . The peak of this exploration of layers was in `` Viagem ao princ pio do Mundo '' , which i place on a special list of films i truly believe can change something about you after -LRB- and while -RRB- you watch it . There we had a layer of fictionalized reality -LRB- that of the actor -RRB- , an historical account -LRB- portuguese past political context -RRB- and the layer of Oliveira 's memory . Here he replaces the fiction for the real story of a real couple , and layers his own personal layer on that couple . He gets more economic here , but `` viagem ... '' was far deeper , visually and in terms of narrative . Let 's check it here : we have Manuel Luciano -LRB- who by happy coincidence has the same first name as our director -RRB- and we have his wife . They will serve as a motive for a kind of road\/travel film . They search the clues leading to a supposed retelling of the origins of Cristopher Columbus . Though creating around Columbus a strong theory , that may also be fiction over reality . Than we have the third layer . Oliveira plays Luciano as an old man -LRB- and his grandson plays him as a young man -RRB- and has his wife playing Luciano 's wife . I personally feel that Oliveira at a certain point was shooting mainly this third layer . So we have a number of scenes , with Oliveira and his wife in close shots . They talk . I do n't think they 're acting . I think they 're being themselves . Like in Sunset Boulevard , we are constantly inside and outside reality\/ies . One of these shots is worth mention : they both seat on an interior . They talk about their past lives , i think about their own lives , not the lives they 're performing , she proclaims her love for him , he answers he loves her , and he kisses her on the face . They get shy like two adolescents . He is 99 . She is 10 years younger . This has to be one of the most poignant love scenes in the story of cinema , and the climax of this good film . The scene alone makes the experience worthwhile . So , superficially -LRB- to my view -RRB- the film is about the retelling of an historical worldwide known biography , following with that purpose the lives of a couple who studied the subject . In a deeper meaning , this is about `` connections '' . It 's about linking subjects , themes , places , and specially memories . That 's why the story talks about linking loose points , unexplained historical issues . The separated shots here are also interlinked . That 's why we have a shot looking at the sea in Dighton corresponding to a shot looking at the Atlantic in Porto Santo ; or shots looking through windows in several places throughout the journey . In one particular shot , a bridge is being crossed in Alentejo , an iron bridge , we have a shot at all close to what Oliveira did with bridge D.Luiz in `` douro faina fluvial '' , this is his own cinematic memory . Vision ... Memory , Love , Luciano loves his wife and his research , Oliveira loves his wife , and cinema ... My opinion : 4\/5 should this be put together in a more united way , and the acting\/dialogs not be so badly thrown in some moments , and this could be something to change your imagination . Oh and the music is great . http:\/\/www.7olhares.wordpress.com " ,9
" It 's all about Portugal . I was n't expecting much of this movie , not that it was an Oliveiras ' , I really respect his work , but because of what i read about it . He had this story he wanted to tell and made a decision about how to do it . A risky and brave decision . It 's not made to please a massive public nor the artistic cinema lovers . It sometimes looks like a thesis presentation or a documentary with perfectly shooted scenes . It 's a journey that takes you along with a couple in the quest for the true nationality of the man who discovered the American continent . And an appeal to keep fresh in our memories the golden age of Portugal 's history . For those who say that looks artificially due to the unnatural dialogs , you 're right . But it 's suppose to . The characters talk to you through the screen telling you that the world is small , finite and theones who first notice that where the Portuguese . I think that was thepoint of the movie . And for that matter , the cinematography was amazinglycontextualised . A Portuguese movie about Portugal , by the main reference of this country 's cinema . And if you were born here , you should watch it . " ,7
" Look ! It 's a Manoel de Oliveira movie ! Oh yeah ! It 's boring as hell ! . This movie is bad in every single aspect . Actors , direction , script ... Many people think that this is a good film ... for what ? For the director . yeah yeah good ... Oliveira is 103 years old , so for that he is the best director in the world . The Portuguese cinema is not this crap films ... If you want to see Portuguese movies , you have two options : first : you are mad and you have to go to the doctor , or second , watch the old Portuguese movies . At least , they are enjoyable , happy ... this film , my God , it 's the worst movie I have seen until today ! If you like cinema , the real cinema , that the actors , the director , the script are good and the movie is enjoyable , do n't watch this . It 's a complete waste of time . " ,2
" A documentary about the truth on Crist v o Colombo . This film , as many on Manoel de Oliveira filmography , was made on a small budget , and it shows . Nevertheless tells a story based on a investigation that proves Colombo was Portuguese . Under a secret mission -LRB- working for Portuguese crown -RRB- trying to create a diversion for Spanish . Whilst Portuguese were making huge profits from the India maritime route -LRB- through South Africa -RRB- , and knowing South America richness -LRB- gold , wood , and many other valuable goods -RRB- , Spanish were sent on a -LRB- supposedly -RRB- wrong direction . Bad luck -LRB- or not ?!? -RRB- they found new land . Carabean islands including Cuba . This is what makes it all interesting : this island was named be Colombo wish ; why ? Because there 's a small village in Portuguese Alentejo , named ... you guessed : Cuba ! And there are also investigations showing this theory has every aspect to be right . Of course , Portuguese XVth century intelligence tried to delete all traces to Colombo genealogy . And there is no interest -LRB- Spanish and Italian -RRB- to investigate this theory deeply . That 's why Colombo is still and hero claimed by many -LRB- Spain , Italy and USA -RRB- although the truth is probably a completely different story ... " ,8
" Movie made to pay the Director 's vacation . The movie has terrible actors . Even young actors from the Portuguese soap-operas are better . Well , when most of actors are from the family , the best actors from this movie are then the American secondary actors . It is more than obvious that this movie was made only to get some money to pay the holidays of all Oliveira 's family to USA and Madeira . The sound is awful , as well as the image . A kid could do a movie with a better argument . In the end , everybody becomes convinced that Colombus was n't Portuguese with again terrible arguments ! The movie can not has 1\/10 , since it has still one funny part : `` Oh Silvia ! ... '' when the old actress -LRB- director 's wife -RRB- forgets her lines . A terrible pseudo-nationalist movie , as a old men 's crank . " ,2
" Watta ya mean , upward ? . This independent film has everything to become a big hit ... a solid storyline , driven from the book by the same name , that leaves you both amused and disturbed at times . A good soundtrack that leaves it 's mark , but does n't overpower the art and dialogs . Amusing characters that you ca n't help but sympathize with , and finally , beautiful artwork that has nothing to envy to Hollywood productions , as it does n't distract your attention from the story itself . Reading the book beforehand is not necessary , but will definitely help you catch on to the story faster , as you will not sit there wondering what 's up with these wacky Flatlanders while an important part of the plot is revealed . A must see ! I highly recommend it . " ,10
" This is why independent films are better than standard Hollywood fare . . If I had a dollar for every time I walked out of a movie theater griping about how Hollywood has run out of ideas , I 'd be a rich man . Lately I have been on a spiritual search if you will , to find some truly unique movies and Indie films seem to be the grail . Flatland was an impulse buy for me and I must say that this was the most unique movie experience I ever had . Nothing I 'm aware of is more thought provoking for people who like discussing UFO 's and Inter-dimensional travel . I ca n't think of a genre this film fits into . This is a thinking person 's film and since I 've seen it , I 've been trying to explain to my cat what a solid is . I 've also named her `` Pea Brain '' . You can bet this film will get some serious looks from the big movie houses . " ,9
" Review of Flatland : the Film . Back when I was in the 6th grade my Dad gave me a copy of the book . I 've read it 2 or 3 times over the years and always enjoyed it . I ordered your movie and recently watched it . I totally agree with the reviews you have received from Film Threat magazine and SciFi.com . You did an excellent job of updating the book to be more relevant for today 's audience . The movie was incredible . I loved the character design , dialog , action , and music . Great job ! The animation is engaging and completely different than the typical CGI films today . I would highly recommend this film to anyone . I wish you great success on this and future projects . I 'm looking forward to your next one . Thanks and good luck ! " ,9
" Do n't get too comfortable in your own space ! . Literally . Flatland by Edwin Abbott Abbott was a little gem of a book which could not be pigeon-holed into a specific genre over a hundred and fifty years ago and as a result ended up on Science Fiction shelves . Combining Geometry and Philosophy -LRB- and even Religion -RRB- , it was an allegory on the human condition , describing a very rigidly-structured Society where square pegs aspired to fit through round holes . The plot focuses on A. Square , who is led to a series of epiphanies on the Nature of Reality itself to the realization that not only is there an existence beyond his two-dimensional plane in the form of a 3-dimensional universe , but that further dimensions are implied . He learns that appearances are not necessarily all they seem . Difficult to conceptualize in its reading , Llad Ehlinger , Jr. has managed to graphically express this evolution of the mind . Despite these worlds being populated exclusively by geometric shapes , we are drawn into the story and feel A. Square 's transformation as though it were our own , which it hopes to be . Flatland itself is appropriately extremely two-dimensional , yet has endearing qualities . From our hero 's perspective , he is at first confused , then exhilarated as he is lifted into the three-dimensional world . We are taken along for the dizzying ride . This is only the beginning for A. Square , who then postulates other worlds with both less and more dimensions . Ehlinger has a sequence which can only be an homage to 2001 : A Space Odyssey as multi-dimensionality is explored . As if this were not a big enough task to tackle , Ehlinger expands the storyline by applying some of the original concepts of Governments to their logical path to War . Flatland , both the book and the movie , can be appreciated at many levels . By adding an extra layer , Ehlinger has actually simplified the book . I enjoyed this movie . It is mind-bending and thought-provoking , with a graphic element integral to its message . A potentially too-heavy treatise is lightened by very humorous details , such as the warbled battle cries of female lines in Flatland , who need to both sway and make noise at all times in order to be seen when not approached from their sides , so as not to pierce unobservant polygons ! There is more than meets the eye to this unusual independently filmed and marketed movie . One viewing may not be enough . " ,10
" fun , thought-provoking , dimensional hybrid animation . For the Limited Edition DVD-R . This film was leagues more interesting that I expected it to be -- my girlfriend REALLY wanted to see it , though . Lay back , sort of sleepy , watch the film . Some early on-screen direction annoyed me but it did n't last far into the film . I 'm not familiar with the book , but this film is a helluva lot of fun and it brings about some great self-questioning about the perception of consensus reality . The creativity expressed in the various worlds was quite amusing . And it 's mostly a family film but there 's some language kids might repeat the next day at school -LRB- and get in trouble -RRB- and there 's some very strange violence :-RRB- Well worth a shot , though . " ,8
" How soon is Flatterland coming out then ???? . flatland has always been a magic book for me , as math itself although I was never VERY good at it . My average ability as an engineer to comprehend the mysteries of both the world of science and the social sphere , were given a true boost with this magic allegory . I purchased the film two times so far , one for my husband and one for a friend , and each time I watched it it revealed something new . The animation , I find it superb and the storytelling brilliant . Just brilliant . I only wish there were subtitles to it , as English is not my mother tongue and I struggled enormously at first with all these terms and the peculiar accents . I shall definitely jump to buy the subtitled edition too when it comes out ! Not to mention I am truly looking forward to the sequel !!! Flatterland - my last summer reading I mean . How does this sound Sir Ladd ? " ,10
" Wonderful Adaptation , Unlike Anything You 've Ever Seen . This is what independent work is all about . The animation is beautiful , yet not like any animation you 've seen . This is no slick rip-off of successful style with smarmy pop-culture references ; no Disney\/Pixar wannabes here . The director has a vision of his own and makes it happen . It 's a very , very good adaptation of the Abbott novel , witty , with good voice-work and very good music . There are some mind-blowing sequences towards the end , but the most impressive quality is the originality of the vision . If this is the director 's first feature , there are big things in store for him . Do n't lose that vision ! A film like this gives me hope . " ,9
" Awesome film , fun for the whole family ! . I have to say , I love this film . I bought is as soon as the special release was available and my DVD is numbered # 11 ! The detailed animation in this film is very impressive . The intricate inner workings of the Flatlanders blew me away . I mean with a bunch of characters on the screen you could see all of their eyes blink , hearts beat , etc. . I was simply amazed at the level of detail . I never read the book but the story is really great . It really makes you wonder what 's beyond our 3D world . My kids loved this film also . They keep asking if they can watch it again . It 's really cool to see the different things the kids pick up on , and how they interpret the film . The film is deep on many levels . The music was spot on and fit each scene just right . I would highly recommend this film to anyone ! I 'd love to see this in the theater . FLATLAND THE FILM RULES !!! " ,10
" Two reviews in one . This review covers both versions of `` Flatland '' released in 2007 , one by Ladd Ehlinger , Jr. with a mostly unknown voice cast , and the other by Jeffrey Travis with some Hollywood big names providing the voices . The source material for both is the 1884 novella by Edwin A. Abbott , but the approaches of the two films differ radically . The book is a staple of science fiction , and one of the few to address mathematical issues at its core . Being a product of its time , the book is technically naive , and politically incorrect based on current sensibilities . The Travis film is visually slicker , but significantly shorter , and tackles philosophical issues relative to the passage of time from initial publication . As such , it tampers with the plot to mixed effect . Unlike some others , I have no problem with some of the revisions to the underlying plot since they do help bring some of the book 's major issues into somewhat sharper focus . On the other hand , they also add a `` feel good '' and politically correct sensibility that seems out of place . The Ehlinger film is much truer to its source material , which is both a strength and a weakness . Given a current perspective , its 19th century depiction of the political and social subjugation of women is a distraction that the Travis film avoids . It 's also a longer film and could have been more effective with some of the same plot and editing license employed in the Travis film . Where it does tamper with the plot , some of the decisions are questionable as other reviewers have pointed out . So which is better ? In my opinion , the short answer is the Ehlinger film . Despite its length , political incorrectness , and technical inferiority -LRB- the animation of the Travis film is much more sophisticated -RRB- , it resonates at a technical level to a degree that the Travis film ca n't match . As a scientist , this means a lot to me . On the other hand , the Travis film resonates on an emotional level that the Ehlinger film ca n't match . So the answer may be whether you 're looking for technical insight or emotional satisfaction . Most jarring in the Travis film is that , unlike the Ehlinger film , the animators never quite caught on to the implications of a two-dimensional universe . It is filled with objects which are instantly recognizable to us , yet would be clearly impossible or meaningless in the film 's reality -LRB- e.g. the protagonist 's daughter has toys which only make sense to someone with a 3-D perspective , and how does he open his briefcase ? -RRB- . The cover art is an obvious first impression example . The Travis film 's characters look more human , but ask yourself how their eyes work . One detail of the book is that looking at a Flatlander from above , all of his internal organs are clearly visible , as they should be . Travis ' animators hint at this , but do n't meet it head-on . The Ehlinger film 's animators may not have had the resources to make as slick a film as Travis ' , but they obviously gave a great deal of thought to what they were doing -LRB- or maybe not , since the necessary designs were all in the book -RRB- . In short , Travis had the budget , but Ehlinger had the passion for the project - albeit perhaps a bit too much respect for the source to create a truly superior adaptation . The differences reflect different target audiences , though . The Travis film is an educational short film which was obviously meant to be viewed by classrooms of middle school and high school students . As such , it had to be socially inoffensive while conveying concepts of geometry that would never occur to non-mathematicians . That it includes recognizable names voicing the characters will help it grab a bit more attention - an educational short film for the `` X-Files '' generation . The Ehlinger film would mostly appeal to people with a college level interest in mathematics , or others who are already familiar with the book . Neither film is perfect , but I 'm giving the Ehlinger film a rating of 8 and the Travis film a rating of 6 . Depending on your sensibilities , your conclusion may be exactly opposite of mine , so I hope this review includes enough information to guide you to an informed selection . Or , like me , you could simply buy both ... ;--RRB- " ,8
" Surprisingly poiniant . This is a great film with a lot of strong philosophy weaved in , I 'm not surprised to find that there is a great book behind this film . The central plot for the film is a 2D world and two factions within it . Right from the start of the film you are bombarded with parallels to reality and its hard not to get distracted by your own thought chain , in a good way :-RRB- The CGI is as good as it needs to be to tell this story , the yellow sphere that you 'll have seen if you 've read this far is a bit misleading - the film has its own unique style that extends further than such basic geometry and reflections . The actors voice overs are quite good , the film is n't amateur and there is a lot of narration to help the story along . My main criticism of the film would be an excess of narration - sometimes its useful but other times its downright patronising and by the end you end up sighing every time you see narration . " ,7
" A welcome departure from the special effect extravaganza that Sci-Fi is usually associated with . It basically is a teaching play about this two-dimensional world . How it functions physically , which teaches about physics . How its society works , which is a satirical parable of our own society , of course . And then there is a little science fiction , mathematics , philosophy and somewhat TRON-ish fantasy . About half-way into the film a 3D character appears in Flatland . He tries to explain the movie 's star , A Square -LRB- That 's his name . He 's the brother of B Square -RRB- , that there is a dimension beyond him . But since it is hard to explain the 3rd dimension to A Square the 2D character and the audience are transported into the 3rd dimension inhabited by spheres , cubes etc. . It happens what has to happen : A Square concludes that when there is a dimension beyond his there must also be a dimension beyond the 3rd one . A theory which the 3D character can only laugh at ... The approach is rather comedic , but the film is hardly kids stuff . A noteworthy stylistic decision is the unusual narrative . Instead of a voice-over it constantly switches to intertitles just like in a silent picture . At least during the first half when the audience needs to get a grasp on the basics of the two-dimensional universe . It gives the film an odd pacing but it worked quite well for me , simply because it 's a fresh approach . The animation is crude , which becomes especially evident when the film switches into the 3rd dimension -LRB- Spaceland -RRB- . But as simply animated as it might be it was done with a lot of attention to detail and most importantly the world that was created is a consistent and functional one . It gives a very good understanding of the several dimensions and how it might be if a living entity could exist within only two dimensions . It 's comprehensible , but not oversimplified . One purpose of the film , of course , is to make you think about the fourth dimension - what it could be like , the possibilities , and even how certain unexplained phenomena in the world might be explainable with the existence of another dimension . It is a Sci-Fi film that is all about ideas . A welcome departure from the special effects extravaganza that Sci-Fi is usually associated with . More theoretical than most Sci-Fi films , but not as purely theoretical as it might sound from my descriptions . There is plenty of fun to be had as well . The film is based on a genre-grossing novel written in the 19th century , which you may or may not know . It 's said to be popular amongst mathematics , physicists and computer science students . Another adaption of this novel has been made in the same year , a 34-minute short called ` Flatland : The Movie ' which appears to be targeted towards a younger audience . If you find the basic premise even only mildly intriguing then this is a highly recommended watch . " ,8
